sample_id,split,gender,discipline,clinical_experience,country,question_type,prompt,question_x,question_clean,answer_options,correct_answer,answer_rationale,specialty,region_specific,mentions_Africa,mentions_age,mentions_gender,tier,neg_percent,quality,rated_african,rated_correct,rated_omission,rated_hallucination,rated_reasonable,rated_harmful,rated_bias,question_y,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
a7ee602bfd80746f73e7ce59d70ab8900b0d7ebe40241007d2d050e27b823d25,test,Male,Medicine,Licensed Professional,ZA,mcq,,"You are counseling the family of a 15-year-old female with a BMI of 38 and type II diabetes on the surgical options for weight loss. 

Of the following bariatric procedures, which is most likely to produce adverse malabsorptive nutritional sequelae?

","You are counseling the family of a 15-year-old female with a BMI of 38 and type II diabetes on the surgical options for weight loss. 

Of the following bariatric procedures, which is most likely to produce adverse malabsorptive nutritional sequelae?

","{""option1"": ""Laparoscopic adjustable gastric banding (LAGB)"", ""option2"": ""Roux-en-Y gastric bypass (RYGB)"", ""option3"": ""laparoscopic sleeve gastrectomy (LSG)"", ""option4"": ""biliopancreatic diversion with duodenal switch (BPDS)"", ""option5"": ""n/a""}",option4,"A duodenal switch is a primarily malabsorptive procedure: biliopancreatic diversion with duodenal switch results in significant nutritional abnormalities including deficiencies in vitamins A, B12, D, E and K, iron and protein. RYGB may produce similar effects, though not typically to the same degree. LAGB and LSG are primarily restrictive procedures.",Pediatrics,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,"You are counseling the family of a 15-year-old female with a BMI of 38 and type II diabetes on the surgical options for weight loss. 

Of the following bariatric procedures, which is most likely to produce adverse malabsorptive nutritional sequelae?

","A duodenal switch is a primarily malabsorptive procedure: biliopancreatic diversion with duodenal switch results in significant nutritional abnormalities including deficiencies in vitamins A, B12, D, E and K, iron and protein. RYGB may produce similar effects, though not typically to the same degree. LAGB and LSG are primarily restrictive procedures.",4,D,Laparoscopic adjustable gastric banding (LAGB),Roux-en-Y gastric bypass (RYGB),laparoscopic sleeve gastrectomy (LSG),biliopancreatic diversion with duodenal switch (BPDS),,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: You are counseling the family of a 15-year-old female with a BMI of 38 and type II diabetes on the surgical options for weight loss. 

Of the following bariatric procedures, which is most likely to produce adverse malabsorptive nutritional sequelae?


###Options:
A.  Laparoscopic adjustable gastric banding (LAGB)
B.  Roux-en-Y gastric bypass (RYGB)
C.  laparoscopic sleeve gastrectomy (LSG)
D.  biliopancreatic diversion with duodenal switch (BPDS)

###Answer:","D
Explanation: BPD/DS is the most malabsorptive of the four procedures, with the highest risk of adverse nutritional sequelae, such as protein malnutrition, iron deficiency anemia, and osteoporosis.

The BPD/DS procedure involves a significant resection of the stomach and a long intestinal bypass, which leads to malabsorption of nutrients. This is in contrast to the other three procedures, which are less malabsorptive and have a lower risk of adverse nutritional sequelae.

LAGB is a restrictive procedure that involves placing a band around the upper part of the stomach, which reduces the size of the stomach and limits food intake. While it can be effective for weight loss, it does not involve significant malabsorption of nutrients.

RYGB involves creating a small stomach pouch and rerouting the small intestine to reduce food absorption. While it is a more effective procedure for weight loss than LAGB, it still has a lower risk of adverse nutritional sequelae compared to BPD/DS.

LSG involves removing a significant portion of the stomach, but it does not involve intestinal bypass and has a lower risk of adverse nutritional sequelae compared to BPD/DS.

Therefore, the correct answer is D, BPD/DS, as it is the most likely to produce adverse malabsorptive nutritional sequelae.",D,True
06bcc20456d81d9d68cb646e92aba0a4718b0088899d09b3effb7a43f52531d3,test,Male,Medicine,Licensed Professional,ZA,mcq,,"A 14-year-old male is being assessed for weight loss surgery.

Which of the following is an indication for surgical management?

","A 14-year-old male is being assessed for weight loss surgery.

Which of the following is an indication for surgical management?

","{""option1"": ""BMI 32 and Type II diabetes"", ""option2"": ""BMI 37 and obstructive sleep apnea"", ""option3"": ""BMI 37 and hypertension"", ""option4"": ""BMI 46 and no identifiable co-morbidities"", ""option5"": ""n/a""}",option2,Diabetes and obstructive sleep apnea are considered sever co-morbidities. Hypertension is considered a less severe co-morbidity. ,Pediatrics,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,"A 14-year-old male is being assessed for weight loss surgery.

Which of the following is an indication for surgical management?

",Diabetes and obstructive sleep apnea are considered sever co-morbidities. Hypertension is considered a less severe co-morbidity. ,4,B,BMI 32 and Type II diabetes,BMI 37 and obstructive sleep apnea,BMI 37 and hypertension,BMI 46 and no identifiable co-morbidities,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 14-year-old male is being assessed for weight loss surgery.

Which of the following is an indication for surgical management?


###Options:
A.  BMI 32 and Type II diabetes
B.  BMI 37 and obstructive sleep apnea
C.  BMI 37 and hypertension
D.  BMI 46 and no identifiable co-morbidities

###Answer:","D
Explanation: The patient in question D has a BMI of 46, which is considered class III obesity. Class III obesity is often referred to as ""morbid obesity,"" and it is associated with significant health risks and co-morbidities, including type 2 diabetes, hypertension, sleep apnea, and others. The presence of class III obesity, in the absence of identifiable co-morbidities, is an indication for surgical management, such as weight loss surgery.

The patient in question A has a BMI of 32 and type 2 diabetes, which is not typically considered an indication for surgical management. A BMI of 32 is in the obese category, but it is not considered morbidly obese.

The patient in question B has a BMI of 37 and obstructive sleep apnea, which is not typically considered an indication for surgical management. A BMI of 37 is in the obese category, but it is not considered morbidly obese.

The patient in question C has a BMI of 37 and hypertension, which is not typically considered an indication for surgical management. A BMI of 37 is in the obese category, but it is not considered morbidly obese.

Therefore, the correct answer is D. 
Step 1:  Identify the correct indication for surgical management of obesity.
Step 2:  Evaluate each option to determine which one meets the criteria for surgical management.
Step 3:  Select the option that best meets",D,False
2d6206ab0285667d016ba210e1aeaf3caed81db107fb32e0fa4e194948f1bebf,test,Male,Medicine,Licensed Professional,ZA,mcq,,"
 A 15-year-old female presents to a specialised adolescent unit for assessment for weight-loss surgery. Her BMI for age falls on the 90th centile. 

By definition how would you classify this patient?

","
 A 15-year-old female presents to a specialised adolescent unit for assessment for weight-loss surgery. Her BMI for age falls on the 90 th centile. 

By definition how would you classify this patient?

","{""option1"": ""Obese"", ""option2"": ""Normal"", ""option3"": ""Overweight"", ""option4"": ""Severely obese"", ""option5"": ""n/a""}",option3,"The terms overweight (BMI for age and gender ≥85th percentile), obese (BMI for age and gender ≥95th percentile), and severely obese (BMI for age and gender >120% of the 95th percentile) have been used to refer to increasing grades of excess weight in children. ",Pediatrics,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,"
 A 15-year-old female presents to a specialised adolescent unit for assessment for weight-loss surgery. Her BMI for age falls on the 90th centile. 

By definition how would you classify this patient?

","The terms overweight (BMI for age and gender ≥85th percentile), obese (BMI for age and gender ≥95th percentile), and severely obese (BMI for age and gender >120% of the 95th percentile) have been used to refer to increasing grades of excess weight in children. ",4,C,Obese,Normal,Overweight,Severely obese,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: 
 A 15-year-old female presents to a specialised adolescent unit for assessment for weight-loss surgery. Her BMI for age falls on the 90th centile. 

By definition how would you classify this patient?


###Options:
A.  Obese
B.  Normal
C.  Overweight
D.  Severely obese

###Answer:","C.  Overweight
Explanation:
The patient's BMI for age falls on the 90th centile, which indicates that she is overweight. This is defined as a BMI between the 85th and 95th centile for age. Obesity is defined as a BMI at or above the 95th centile for age. Therefore, option A (Obese) is incorrect. Option B (Normal) is also incorrect as the patient's BMI is above the 50th centile. Option D (Severely obese) is incorrect as the patient's BMI is below the 97th centile, which is the threshold for severe obesity. Therefore, option C (Overweight) is the correct answer. . 

",C,True
85de0d8a61bbf0c8007362fc23c17cb4cd515bf75afe1ab4b0ec185acd529b17,test,Male,Medicine,Licensed Professional,ZA,mcq,,"Following resection of a patent urachus and bladder closure in a male infant, a transurethral catheter is lest in situ.

What is your post-operative plan for this patient?

","Following resection of a patent urachus and bladder closure in a male infant, a transurethral catheter is lest in situ.

What is your post-operative plan for this patient?

","{""option1"": ""Discharge when well with catheter in situ, and follow up at 1 week for removal"", ""option2"": ""Removal of catheter 24 to 48 hours post op and discharge if good urinary stream"", ""option3"": ""Inpatient ultrasound and discharge if normal"", ""option4"": ""Voiding cystourethrogram after removal of catheter at 10 to 14 days post op"", ""option5"": ""n/a""}",option4,A patent urachus requires investigation of the urinary tract to look for bladder outlet obstruction in which the urachus is functioning as a relief valve. ,Pediatrics,No,0.0,0.0,1.0,expert,1.0,,0.0,,,,,,,"Following resection of a patent urachus and bladder closure in a male infant, a transurethral catheter is lest in situ.

What is your post-operative plan for this patient?

",A patent urachus requires investigation of the urinary tract to look for bladder outlet obstruction in which the urachus is functioning as a relief valve. ,4,D,"Discharge when well with catheter in situ, and follow up at 1 week for removal",Removal of catheter 24 to 48 hours post op and discharge if good urinary stream,Inpatient ultrasound and discharge if normal,Voiding cystourethrogram after removal of catheter at 10 to 14 days post op,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: Following resection of a patent urachus and bladder closure in a male infant, a transurethral catheter is lest in situ.

What is your post-operative plan for this patient?


###Options:
A.  Discharge when well with catheter in situ, and follow up at 1 week for removal
B.  Removal of catheter 24 to 48 hours post op and discharge if good urinary stream
C.  Inpatient ultrasound and discharge if normal
D.  Voiding cystourethrogram after removal of catheter at 10 to 14 days post op

###Answer:","B
Explanation: The patient should be monitored closely in the hospital for any signs of complications and the catheter should be removed as soon as possible to allow for normal urinary function and prevent long-term damage.

Step 1: The patient has undergone a surgical procedure to resect a patent urachus and close the bladder. This is a significant surgery that requires close monitoring in the post-operative period.

Step 2: The presence of a transurethral catheter indicates that the patient will need to have urinary function monitored closely to ensure that the bladder is functioning properly.

Step 3: The patient should be monitored closely in the hospital for any signs of complications, such as bleeding, infection, or urinary retention.

Step 4: The catheter should be removed as soon as possible to allow for normal urinary function and prevent long-term damage.

Step 5: The patient should be discharged from the hospital once the catheter has been removed and the patient is able to urinate normally.

The best answer is B. Explanation: The patient should be monitored closely in the hospital for any signs of complications and the catheter should be removed as soon as possible to allow for normal urinary function and prevent long-term damage. The catheter can be removed 24 to 48 hours post-op and the patient can be discharged if they have a good urinary stream. This allows for early discharge and reduces the risk of complications. The other options do not take into account the",B,False
7482c32ae9a860247b3449a230e5eee576e5284cd9a57f8708e22216868cbdd4,test,Male,Medicine,Licensed Professional,ZA,mcq,,"A 1-week old term baby presents with clear fluid draining from t the umbilicus. At exploration, you confirm a patent urachus

What is the most correct description of the operation required for this anomaly?","A 1-week old term baby presents with clear fluid draining from t the umbilicus. At exploration, you confirm a patent urachus

What is the most correct description of the operation required for this anomaly?","{""option1"": ""Suture ligate the patent urachus at the umbilicus"", ""option2"": ""Ligate and divide the patent urachus at the dome of the bladder"", ""option3"": ""Resect the entire patent urachus and ligate and divide at the dome of the bladder"", ""option4"": ""Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair"", ""option5"": ""n/a""}",option4,Failure to adequately resect the patent urachus at dome of bladder may increase the risk of future malignancies,Pediatrics,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,"A 1-week old term baby presents with clear fluid draining from t the umbilicus. At exploration, you confirm a patent urachus

What is the most correct description of the operation required for this anomaly?",Failure to adequately resect the patent urachus at dome of bladder may increase the risk of future malignancies,4,D,Suture ligate the patent urachus at the umbilicus,Ligate and divide the patent urachus at the dome of the bladder,Resect the entire patent urachus and ligate and divide at the dome of the bladder,"Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair",,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 1-week old term baby presents with clear fluid draining from t the umbilicus. At exploration, you confirm a patent urachus

What is the most correct description of the operation required for this anomaly?
###Options:
A.  Suture ligate the patent urachus at the umbilicus
B.  Ligate and divide the patent urachus at the dome of the bladder
C.  Resect the entire patent urachus and ligate and divide at the dome of the bladder
D.  Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair

###Answer:","D
Explanation: The patent urachus is a congenital anomaly that presents as a persistent communication between the bladder and the umbilicus. The appropriate treatment for a patent urachus is complete excision of the urachus, a wedge resection of the bladder dome, and a formal bladder repair to prevent future complications such as bladder rupture or urachal carcinoma. This is the most correct description of the operation required for this anomaly. 

Note: The other options are incorrect because they do not address the need for a formal bladder repair, which is an essential component of the surgical management of a patent urachus. Option A is incomplete because it does not address the need for a bladder repair. Option B is also incomplete because it does not address the need for excision of the urachus. Option C is incorrect because it does not address the need for a formal bladder repair.  Therefore, the correct answer is D.  Resect the entire patent urachus and ligate and divide at the dome of the bladder.  However, this answer is still incomplete as it does not address the need for a formal bladder repair.  Therefore, the most correct description of the operation required for this anomaly is D.  Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair.",D,True
03833fa3fcd1dc1c02317c0359804bf36433f93412fc7c0e5e42d4f3cca611b9,test,Male,Medicine,Licensed Professional,ZA,mcq,,"A 3-year-old child with no significant medical or surgical history presents with bowel obstruction and is taken to theatre for exploratory laparotomy. At laparotomy you find a loop of small intestine volved around a fibrous band which extends from the umbilicus to the jejunum. 

What is the most likely cause of this finding?

","A 3-year-old child with no significant medical or surgical history presents with bowel obstruction and is taken to theatre for exploratory laparotomy. At laparotomy you find a loop of small intestine volved around a fibrous band which extends from the umbilicus to the jejunum. 

What is the most likely cause of this finding?

","{""option1"": ""adhesive bowel obstruction"", ""option2"": ""omphalomesenteric duct remnant"", ""option3"": ""internal hernia"", ""option4"": ""remnant of the omphalomesenteric artery"", ""option5"": ""n/a""}",option4,The child has no history of previous surgery making adhesive bowel obstruction unlikely. Failure of regression of a dominant omphalomesenteric artery may result in a fibrous band extending from the umbilicus to the small intestine. ,Pediatrics,No,0.0,1.0,0.0,expert,1.0,,0.0,,,,,,,"A 3-year-old child with no significant medical or surgical history presents with bowel obstruction and is taken to theatre for exploratory laparotomy. At laparotomy you find a loop of small intestine volved around a fibrous band which extends from the umbilicus to the jejunum. 

What is the most likely cause of this finding?

",The child has no history of previous surgery making adhesive bowel obstruction unlikely. Failure of regression of a dominant omphalomesenteric artery may result in a fibrous band extending from the umbilicus to the small intestine. ,4,D,adhesive bowel obstruction,omphalomesenteric duct remnant,internal hernia,remnant of the omphalomesenteric artery,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 3-year-old child with no significant medical or surgical history presents with bowel obstruction and is taken to theatre for exploratory laparotomy. At laparotomy you find a loop of small intestine volved around a fibrous band which extends from the umbilicus to the jejunum. 

What is the most likely cause of this finding?


###Options:
A.  adhesive bowel obstruction
B.  omphalomesenteric duct remnant
C.  internal hernia
D.  remnant of the omphalomesenteric artery

###Answer:","B
Explanation: This is a classic presentation of a Meckel's diverticulum. It is a remnant of the omphalomesenteric duct and is the most common cause of intestinal obstruction in children. It usually presents in the first two decades of life. The diverticulum contains gastric or pancreatic tissue which can cause ulceration and bleeding. It is also a cause of intussusception. The fibrous band is a remnant of the omphalomesenteric duct which is a normal structure that usually obliterates during embryonic development. In some cases it persists and forms a Meckel's diverticulum.

Step 1: The patient is a 3-year-old child, so the cause of the obstruction is likely to be a congenital anomaly rather than an acquired condition.
Step 2: The presence of a fibrous band extending from the umbilicus to the jejunum is suggestive of a remnant of the omphalomesenteric duct.
Step 3: The most common cause of intestinal obstruction in children is a Meckel's diverticulum, which is a remnant of the omphalomesenteric duct.
Step 4: The fibrous band is a characteristic feature of a Meckel's diverticulum, which is a remnant of the omphalomesenteric duct.

The final answer is: B Note: The final answer is B, which",B,False
18fad4532780a441877ef7a155b05821f43af0ac894e5c98ff8d46102d0074b1,test,Male,Medicine,Licensed Professional,ZA,mcq,,"A newborn presents with fever, tachycardia and erythema around the umbilicus. 
What is your immediate management for this child?","A newborn presents with fever, tachycardia and erythema around the umbilicus. 
What is your immediate management for this child?","{""option1"": ""Surgical debridement"", ""option2"": ""Incision and drainage"", ""option3"": ""Intravenous antibiotics"", ""option4"": ""Oral antibiotics and observation"", ""option5"": ""n/a""}",option3,"Based on suspicion of omphalitis. The immediate management of this condition in the absence of any clinical features of necrotizing fasciitis is admission and intravenous antibiotics. If the cellulitis progresses despite treatment, surgical exploration is warranted. ",Pediatrics,No,0.0,1.0,0.0,expert,1.0,,0.0,,,,,,,"A newborn presents with fever, tachycardia and erythema around the umbilicus. 
What is your immediate management for this child?","Based on suspicion of omphalitis. The immediate management of this condition in the absence of any clinical features of necrotizing fasciitis is admission and intravenous antibiotics. If the cellulitis progresses despite treatment, surgical exploration is warranted. ",4,C,Surgical debridement,Incision and drainage,Intravenous antibiotics,Oral antibiotics and observation,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A newborn presents with fever, tachycardia and erythema around the umbilicus. 
What is your immediate management for this child?
###Options:
A.  Surgical debridement
B.  Incision and drainage
C.  Intravenous antibiotics
D.  Oral antibiotics and observation

###Answer:","C
Explanation: The newborn's presentation is suggestive of omphalitis, an infection of the umbilicus. The immediate management involves starting intravenous antibiotics to cover for potential bacterial pathogens such as E. coli and Group B streptococcus. Surgical debridement and incision and drainage are not immediate management steps and are typically reserved for more severe cases. Oral antibiotics are not adequate for this presentation, especially in a newborn who may not be able to tolerate oral medications well and requires close monitoring.

",C,True
76c707d96ba337d6a4943b5012958441a7e2ba38707934d80ab4d6a7ca311924,test,Male,Medicine,Licensed Professional,ZA,mcq,,"You are asked to review a 2-month old infant admitted to paediatrics with a severe lower respiratory tract infection. On examination you note that the umbilical cord has not yet separated.

What would your advice to the paediatrician be?

","You are asked to review a 2-month old infant admitted to paediatrics with a severe lower respiratory tract infection. On examination you note that the umbilical cord has not yet separated.

What would your advice to the paediatrician be?

","{""option1"": ""Apply daily chlorhexidine to the cord"", ""option2"": ""Suture ligated the excess cord"", ""option3"": ""Investigate for neutrophil mobility defects"", ""option4"": ""Investigate for vertical transmission of HIV"", ""option5"": ""n/a""}",option3,The normal time for separation of the umbilical cord after birth ranges from 3 days to 2 months. Delayed separation of the umbilical cord has been associated with heritable neutrophil mobility defects and widespread infections that are often lethal.,Pediatrics,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,"You are asked to review a 2-month old infant admitted to paediatrics with a severe lower respiratory tract infection. On examination you note that the umbilical cord has not yet separated.

What would your advice to the paediatrician be?

",The normal time for separation of the umbilical cord after birth ranges from 3 days to 2 months. Delayed separation of the umbilical cord has been associated with heritable neutrophil mobility defects and widespread infections that are often lethal.,4,C,Apply daily chlorhexidine to the cord,Suture ligated the excess cord,Investigate for neutrophil mobility defects,Investigate for vertical transmission of HIV,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: You are asked to review a 2-month old infant admitted to paediatrics with a severe lower respiratory tract infection. On examination you note that the umbilical cord has not yet separated.

What would your advice to the paediatrician be?


###Options:
A.  Apply daily chlorhexidine to the cord
B.  Suture ligated the excess cord
C.  Investigate for neutrophil mobility defects
D.  Investigate for vertical transmission of HIV

###Answer:","C
Explanation: Delayed cord separation is a sign of possible congenital infection such as Toxoplasmosis or HIV. The most likely option from the choices given is to investigate for neutrophil mobility defects which would be indicative of Leucocyte Adhesion Deficiency (LAD) which presents with delayed separation of the umbilical cord. 

",C,True
413b63ec57cdc3c56814fbf81eb5f5a87df262dc732a6f0adc9c1b1f867b4efc,test,Male,Medicine,Licensed Professional,ZA,mcq,,"A two-week old newborn is brought to the surgical clinic with and undifferentiated lesion of the umbilicus. Prior to any investigations the parents would like to know what it could be and what it is caused by.

Which of the following options regarding variants of normal embryological structures is correctly paired?

","A two-week old newborn is brought to the surgical clinic with and undifferentiated lesion of the umbilicus. Prior to any investigations the parents would like to know what it could be and what it is caused by.

Which of the following options regarding variants of normal embryological structures is correctly paired?

","{""option1"": ""Meckel diverticulum originating from the urachus"", ""option2"": ""Umbilical polyp originating from remnants of the omphalomesenteric duct"", ""option3"": ""Umbilical granuloma originating from the omphalomesenteric vein"", ""option4"": ""Patent urachus originating from the allantois"", ""option5"": ""n/a""}",option2,Meckel diverticulum originates from the omphalomesenteric duct. Umbilical polyps are omphalomesenteric duct remnants. Umbilical granulomas consist of granulation tissue only. A patent urachus results from failure of the urachus to obliterate. ,Pediatrics,No,0.0,0.0,0.0,expert,1.0,,0.0,,,,,,,"A two-week old newborn is brought to the surgical clinic with and undifferentiated lesion of the umbilicus. Prior to any investigations the parents would like to know what it could be and what it is caused by.

Which of the following options regarding variants of normal embryological structures is correctly paired?

",Meckel diverticulum originates from the omphalomesenteric duct. Umbilical polyps are omphalomesenteric duct remnants. Umbilical granulomas consist of granulation tissue only. A patent urachus results from failure of the urachus to obliterate. ,4,B,Meckel diverticulum originating from the urachus,Umbilical polyp originating from remnants of the omphalomesenteric duct,Umbilical granuloma originating from the omphalomesenteric vein,Patent urachus originating from the allantois,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A two-week old newborn is brought to the surgical clinic with and undifferentiated lesion of the umbilicus. Prior to any investigations the parents would like to know what it could be and what it is caused by.

Which of the following options regarding variants of normal embryological structures is correctly paired?


###Options:
A.  Meckel diverticulum originating from the urachus
B.  Umbilical polyp originating from remnants of the omphalomesenteric duct
C.  Umbilical granuloma originating from the omphalomesenteric vein
D.  Patent urachus originating from the allantois

###Answer:","B
Explanation: The omphalomesenteric duct is a remnant of the yolk sac. It is a normal structure during embryological development that usually atrophies and disappears by the 6th week of gestation. However, in some cases, it can persist and give rise to various congenital anomalies. Umbilical polyps are a type of congenital anomaly that can arise from the remnant of the omphalomesenteric duct. They are benign growths that can be present at birth or develop later in infancy. They are usually small and can be easily removed surgically if they cause any symptoms.

The other options are incorrect because:

A. Meckel diverticulum originates from the vitelline duct, not the urachus. The urachus is a remnant of the allantois, which connects the bladder to the umbilicus during embryological development.

C. Umbilical granuloma is a benign growth that can occur at the site of the umbilicus, but it is not related to the omphalomesenteric vein. It is usually caused by irritation or trauma to the skin at the umbilicus.

D. Patent urachus is a congenital anomaly where the urachus fails to close during embryological development, leading to a connection between the bladder and the umbilicus. It is not related to the allantois. It is a serious condition that requires surgical intervention to",B,True
c26d12a61dc3360a3ba48aa69071be23249287cebd5810f43eeb4bf4ab662813,test,Male,Medicine,Licensed Professional,ZA,mcq,,"A 4 year old girl falls from the balcony of an apartment on the third floor. On arrival in the Emergency Room she is haemodynamically stable. Initial radiographs demonstrate a right femur fracture and bilateral tibia fractures. Her chest radiograph shows no rib or sternal fractures. There is no pneumo or haemothorax. Despite this, her Sats drop to 86% on nasal prong oxygen, and she develops subcostal recessions. 

What is the most likely cause for her respiratory distress?
","A 4 year old girl falls from the balcony of an apartment on the third floor. On arrival in the Emergency Room she is haemodynamically stable. Initial radiographs demonstrate a right femur fracture and bilateral tibia fractures. Her chest radiograph shows no rib or sternal fractures. There is no pneumo or haemothorax. Despite this, her Sats drop to 86% on nasal prong oxygen, and she develops subcostal recessions. 

What is the most likely cause for her respiratory distress?
","{""option1"": ""Cardiac contusion"", ""option2"": ""Fat embolism"", ""option3"": ""Aspiration pneumonia"", ""option4"": ""Pulmonary contusion"", ""option5"": ""n/a""}",option4,"Pulmonary contusion is the common in children who sustain blunt chest trauma, owing to the increased compliance of the thoracic cavity in a child. As such, the chest can absorb a large amount of kinetic energy from the impact, which is subsequently transferred to the intrathoracic structures. An initial chest radiograph may be normal. Subsequent x-rays may reveal ill-defined consolidation which is not sensitive for contusion, with differentials including aspiration, atelectasis, and infection.",Pediatrics,No,0.0,1.0,1.0,expert,1.0,,0.0,,,,,,,"A 4 year old girl falls from the balcony of an apartment on the third floor. On arrival in the Emergency Room she is haemodynamically stable. Initial radiographs demonstrate a right femur fracture and bilateral tibia fractures. Her chest radiograph shows no rib or sternal fractures. There is no pneumo or haemothorax. Despite this, her Sats drop to 86% on nasal prong oxygen, and she develops subcostal recessions. 

What is the most likely cause for her respiratory distress?
","Pulmonary contusion is the common in children who sustain blunt chest trauma, owing to the increased compliance of the thoracic cavity in a child. As such, the chest can absorb a large amount of kinetic energy from the impact, which is subsequently transferred to the intrathoracic structures. An initial chest radiograph may be normal. Subsequent x-rays may reveal ill-defined consolidation which is not sensitive for contusion, with differentials including aspiration, atelectasis, and infection.",4,D,Cardiac contusion,Fat embolism,Aspiration pneumonia,Pulmonary contusion,,"###Instruction: You should directly answer the question by choosing ONLY the correct option from the list of options that will be provided to you. You must only return one character between A,B,C,D,E. You MUST NOT provide any additional text or explanation.

###Question: A 4 year old girl falls from the balcony of an apartment on the third floor. On arrival in the Emergency Room she is haemodynamically stable. Initial radiographs demonstrate a right femur fracture and bilateral tibia fractures. Her chest radiograph shows no rib or sternal fractures. There is no pneumo or haemothorax. Despite this, her Sats drop to 86% on nasal prong oxygen, and she develops subcostal recessions. 

What is the most likely cause for her respiratory distress?

###Options:
A.  Cardiac contusion
B.  Fat embolism
C.  Aspiration pneumonia
D.  Pulmonary contusion

###Answer:","D
Explanation: The child is haemodynamically stable but has respiratory distress. The most likely cause is a pulmonary contusion, especially given the history of a high-impact injury such as a fall from a height. A pulmonary contusion can cause hypoxia and subcostal recessions. Aspiration pneumonia is less likely as there is no history of GCS < 8 or vomiting. Cardiac contusion is also unlikely as the child is haemodynamically stable. Fat embolism is less likely as there is no history of head or long bone fractures.

Hint: The key to this question is the child's respiratory distress despite being haemodynamically stable. The child has a history of a high-impact injury, and the chest radiograph is normal. This makes pulmonary contusion the most likely cause of her respiratory distress. 

Step 1: Assess the child's overall condition and identify the key issue.
The child is haemodynamically stable but has respiratory distress.

Step 2: Review the child's history and identify any potential causes of respiratory distress.
The child has a history of a high-impact injury such as a fall from a height.

Step 3: Review the child's radiographs and identify any potential causes of respiratory distress.
The chest radiograph is normal.

Step 4: Based on the child's history and radiographs, identify the most likely cause of respiratory distress.
The most likely cause is a",D,True
