sample_id,question,rationale,options_len,answer,A,B,C,D,E,model_prompt,outputs,preds,correct
a7ee602bfd80746f73e7ce59d70ab8900b0d7ebe40241007d2d050e27b823d25,"You are counseling the family of a 15-year-old female with a BMI of 38 and type II diabetes on the surgical options for weight loss. 

Of the following bariatric procedures, which is most likely to produce adverse malabsorptive nutritional sequelae?

","A duodenal switch is a primarily malabsorptive procedure: biliopancreatic diversion with duodenal switch results in significant nutritional abnormalities including deficiencies in vitamins A, B12, D, E and K, iron and protein. RYGB may produce similar effects, though not typically to the same degree. LAGB and LSG are primarily restrictive procedures.",4,D,Laparoscopic adjustable gastric banding (LAGB),Roux-en-Y gastric bypass (RYGB),laparoscopic sleeve gastrectomy (LSG),biliopancreatic diversion with duodenal switch (BPDS),,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: You are counseling the family of a 15-year-old female with a BMI of 38 and type II diabetes on the surgical options for weight loss. 

Of the following bariatric procedures, which is most likely to produce adverse malabsorptive nutritional sequelae?


###Options:
A.  Laparoscopic adjustable gastric banding (LAGB)
B.  Roux-en-Y gastric bypass (RYGB)
C.  laparoscopic sleeve gastrectomy (LSG)
D.  biliopancreatic diversion with duodenal switch (BPDS)

###Answer:","Correct option: D.  biliopancreatic diversion with duodenal switch (BPDS)

Rationale:
• Adjustable gastric banding (LAGB) and sleeve gastrectomy (LSG) are purely restrictive procedures; they do not bypass intestine, so they rarely cause clinically significant malabsorption.  
• Roux-en-Y gastric bypass (RYGB) creates a 75–150 cm Roux limb, producing some selective malabsorption (iron, calcium, vitamin B12), but most nutrients are still absorbed in the remaining small bowel.  
• Biliopancreatic diversion with duodenal switch (BPDS) bypasses the greatest length of small intestine, separating the biliopancreatic secretions from ingested food until a very short common channel (≈50–100 cm). This markedly limits absorption of protein, fat, fat-soluble vitamins (A, D, E, K), iron, calcium, zinc, etc., and therefore carries the highest rate of nutritional deficiencies and related complications.  

Thus, BPDS is the bariatric procedure most likely to produce adverse malabsorptive nutritional sequelae.",D,True
06bcc20456d81d9d68cb646e92aba0a4718b0088899d09b3effb7a43f52531d3,"A 14-year-old male is being assessed for weight loss surgery.

Which of the following is an indication for surgical management?

",Diabetes and obstructive sleep apnea are considered sever co-morbidities. Hypertension is considered a less severe co-morbidity. ,4,B,BMI 32 and Type II diabetes,BMI 37 and obstructive sleep apnea,BMI 37 and hypertension,BMI 46 and no identifiable co-morbidities,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 14-year-old male is being assessed for weight loss surgery.

Which of the following is an indication for surgical management?


###Options:
A.  BMI 32 and Type II diabetes
B.  BMI 37 and obstructive sleep apnea
C.  BMI 37 and hypertension
D.  BMI 46 and no identifiable co-morbidities

###Answer:","Correct option: B.  BMI 37 and obstructive sleep apnea  

Rationale:  
For adolescents, bariatric (weight-loss) surgery is generally reserved for those who meet ALL of the following criteria:  
• Skeletal/sexual maturity nearly complete, and  
• BMI ≥35 kg/m² with at least ONE severe obesity-related comorbidity (e.g., type II diabetes mellitus, moderate-to-severe obstructive sleep apnea, idiopathic intracranial hypertension, severe non-alcoholic steatohepatitis),  OR  
• BMI ≥40 kg/m² with at least one obesity-related comorbidity of any grade.  

Analysis of the options:  
A. BMI 32 with diabetes – BMI threshold (<35 kg/m²) is not met.  
B. BMI 37 with moderate-to-severe OSA – BMI is ≥35 kg/m² and OSA is a major comorbidity ⇒ fulfills criteria.  
C. BMI 37 with hypertension – Hypertension alone is considered a less serious comorbidity; with BMI <40 kg/m² this does not satisfy criteria.  
D. BMI 46 without comorbidities – Even though BMI >40 kg/m², current pediatric guidelines still require at least one comorbidity.  

Therefore, option B is the only choice that meets accepted indications for bariatric surgery in a 14-year-old.",B,True
2d6206ab0285667d016ba210e1aeaf3caed81db107fb32e0fa4e194948f1bebf,"
 A 15-year-old female presents to a specialised adolescent unit for assessment for weight-loss surgery. Her BMI for age falls on the 90th centile. 

By definition how would you classify this patient?

","The terms overweight (BMI for age and gender ≥85th percentile), obese (BMI for age and gender ≥95th percentile), and severely obese (BMI for age and gender >120% of the 95th percentile) have been used to refer to increasing grades of excess weight in children. ",4,C,Obese,Normal,Overweight,Severely obese,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: 
 A 15-year-old female presents to a specialised adolescent unit for assessment for weight-loss surgery. Her BMI for age falls on the 90th centile. 

By definition how would you classify this patient?


###Options:
A.  Obese
B.  Normal
C.  Overweight
D.  Severely obese

###Answer:","Correct option: C. Overweight

Rationale: For children and adolescents (2–19 years), weight status is determined by BMI-for-age percentiles on CDC/WHO growth charts:  
• <5th percentile = underweight  
• 5th–<85th percentile = normal (healthy) weight  
• 85th–<95th percentile = overweight  
• ≥95th percentile = obese (and “severe obesity” is usually defined as ≥120 % of the 95th percentile or BMI ≥35 kg/m²).  

Because this patient’s BMI plots at the 90th percentile—between the 85th and 95th percentiles—she is classified as overweight.",C,True
85de0d8a61bbf0c8007362fc23c17cb4cd515bf75afe1ab4b0ec185acd529b17,"Following resection of a patent urachus and bladder closure in a male infant, a transurethral catheter is lest in situ.

What is your post-operative plan for this patient?

",A patent urachus requires investigation of the urinary tract to look for bladder outlet obstruction in which the urachus is functioning as a relief valve. ,4,D,"Discharge when well with catheter in situ, and follow up at 1 week for removal",Removal of catheter 24 to 48 hours post op and discharge if good urinary stream,Inpatient ultrasound and discharge if normal,Voiding cystourethrogram after removal of catheter at 10 to 14 days post op,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: Following resection of a patent urachus and bladder closure in a male infant, a transurethral catheter is lest in situ.

What is your post-operative plan for this patient?


###Options:
A.  Discharge when well with catheter in situ, and follow up at 1 week for removal
B.  Removal of catheter 24 to 48 hours post op and discharge if good urinary stream
C.  Inpatient ultrasound and discharge if normal
D.  Voiding cystourethrogram after removal of catheter at 10 to 14 days post op

###Answer:","Answer: B.  Removal of catheter 24 to 48 hours post-op and discharge if good urinary stream  

Rationale: Excision of a patent urachus involves only a small, watertight, two-layer closure of the bladder dome. The bladder heals rapidly, and prolonged catheterisation or routine postoperative imaging is unnecessary. A short period (24–48 h) of transurethral drainage is sufficient to keep the bladder decompressed while the suture line seals. If the infant voids well after the catheter is removed and there is no fever or wound problem, he can be safely discharged. Routine ultrasound (C) or cystography (D) is not indicated, and sending the child home with a catheter for a week (A) offers no benefit and increases the risk of infection and parental management problems.",B,False
7482c32ae9a860247b3449a230e5eee576e5284cd9a57f8708e22216868cbdd4,"A 1-week old term baby presents with clear fluid draining from t the umbilicus. At exploration, you confirm a patent urachus

What is the most correct description of the operation required for this anomaly?",Failure to adequately resect the patent urachus at dome of bladder may increase the risk of future malignancies,4,D,Suture ligate the patent urachus at the umbilicus,Ligate and divide the patent urachus at the dome of the bladder,Resect the entire patent urachus and ligate and divide at the dome of the bladder,"Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair",,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 1-week old term baby presents with clear fluid draining from t the umbilicus. At exploration, you confirm a patent urachus

What is the most correct description of the operation required for this anomaly?
###Options:
A.  Suture ligate the patent urachus at the umbilicus
B.  Ligate and divide the patent urachus at the dome of the bladder
C.  Resect the entire patent urachus and ligate and divide at the dome of the bladder
D.  Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair

###Answer:","Correct option:  
D. Excision of the patent urachus, with wedge resection at dome of bladder and formal bladder repair  

Rationale:  
A patent urachus represents a persistent epithelialized tract connecting the umbilicus to the bladder dome. Definitive treatment requires complete removal of all urachal tissue to prevent persistent leakage, infection, and later malignant transformation. Standard surgical management therefore entails (1) excising the entire urachal tract, (2) taking a cuff or wedge of bladder dome to ensure complete removal of the epithelial-lined connection, and (3) closing the bladder in two layers (formal bladder repair). Simple ligation at either end (Options A or B) or excision without wedge resection (Option C) risks leaving residual epithelium and predisposes to recurrence or complications.",D,True
03833fa3fcd1dc1c02317c0359804bf36433f93412fc7c0e5e42d4f3cca611b9,"A 3-year-old child with no significant medical or surgical history presents with bowel obstruction and is taken to theatre for exploratory laparotomy. At laparotomy you find a loop of small intestine volved around a fibrous band which extends from the umbilicus to the jejunum. 

What is the most likely cause of this finding?

",The child has no history of previous surgery making adhesive bowel obstruction unlikely. Failure of regression of a dominant omphalomesenteric artery may result in a fibrous band extending from the umbilicus to the small intestine. ,4,D,adhesive bowel obstruction,omphalomesenteric duct remnant,internal hernia,remnant of the omphalomesenteric artery,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 3-year-old child with no significant medical or surgical history presents with bowel obstruction and is taken to theatre for exploratory laparotomy. At laparotomy you find a loop of small intestine volved around a fibrous band which extends from the umbilicus to the jejunum. 

What is the most likely cause of this finding?


###Options:
A.  adhesive bowel obstruction
B.  omphalomesenteric duct remnant
C.  internal hernia
D.  remnant of the omphalomesenteric artery

###Answer:","Correct option: B. omphalomesenteric duct remnant

Rationale:
In embryonic life the mid-gut is connected to the yolk sac by the vitelline (omphalomesenteric) duct. Failure of complete regression may leave a persistent fibrous cord running from the antimesenteric border of small bowel (usually ileum/jejunum) to the umbilicus. This cord can act as an axial point around which adjacent small intestine may volvulate, producing acute obstruction in a child with no previous abdominal surgery. Adhesive obstruction (A) is unusual without prior surgery or peritonitis; an internal hernia (C) would involve herniation through a mesenteric or peritoneal defect rather than a cord from umbilicus to bowel; a remnant of the omphalomesenteric artery (D) – the mesodiverticular band – runs between the mesentery and a Meckel diverticulum, not between umbilicus and bowel. Thus the findings most closely fit an omphalomesenteric duct remnant.",B,False
18fad4532780a441877ef7a155b05821f43af0ac894e5c98ff8d46102d0074b1,"A newborn presents with fever, tachycardia and erythema around the umbilicus. 
What is your immediate management for this child?","Based on suspicion of omphalitis. The immediate management of this condition in the absence of any clinical features of necrotizing fasciitis is admission and intravenous antibiotics. If the cellulitis progresses despite treatment, surgical exploration is warranted. ",4,C,Surgical debridement,Incision and drainage,Intravenous antibiotics,Oral antibiotics and observation,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A newborn presents with fever, tachycardia and erythema around the umbilicus. 
What is your immediate management for this child?
###Options:
A.  Surgical debridement
B.  Incision and drainage
C.  Intravenous antibiotics
D.  Oral antibiotics and observation

###Answer:","Correct option: C. Intravenous antibiotics

Rationale: Fever, tachycardia, and spreading erythema of the umbilicus in a neonate indicate omphalitis with systemic involvement—a surgical emergency because it can rapidly progress to sepsis and necrotizing fasciitis. The first and most critical step is to admit the infant and start broad-spectrum intravenous antibiotics that cover Staphylococcus aureus, streptococci, and Gram-negative organisms. Surgical intervention (incision, drainage, or debridement) is reserved for cases that show abscess formation or necrotizing soft-tissue infection after antibiotics are initiated. Oral antibiotics and simple observation are inadequate for a potentially life-threatening neonatal infection.",C,True
76c707d96ba337d6a4943b5012958441a7e2ba38707934d80ab4d6a7ca311924,"You are asked to review a 2-month old infant admitted to paediatrics with a severe lower respiratory tract infection. On examination you note that the umbilical cord has not yet separated.

What would your advice to the paediatrician be?

",The normal time for separation of the umbilical cord after birth ranges from 3 days to 2 months. Delayed separation of the umbilical cord has been associated with heritable neutrophil mobility defects and widespread infections that are often lethal.,4,C,Apply daily chlorhexidine to the cord,Suture ligated the excess cord,Investigate for neutrophil mobility defects,Investigate for vertical transmission of HIV,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: You are asked to review a 2-month old infant admitted to paediatrics with a severe lower respiratory tract infection. On examination you note that the umbilical cord has not yet separated.

What would your advice to the paediatrician be?


###Options:
A.  Apply daily chlorhexidine to the cord
B.  Suture ligated the excess cord
C.  Investigate for neutrophil mobility defects
D.  Investigate for vertical transmission of HIV

###Answer:","Correct option: C. Investigate for neutrophil mobility defects

Rationale: 
Normal umbilical cords separate within 1–2 weeks after birth. Persistent attachment beyond 3–4 weeks is a classic clinical clue to disorders in which neutrophils cannot exit the bloodstream and migrate into tissues, most notably Leukocyte Adhesion Deficiency (LAD). These children present early with severe bacterial or fungal infections of skin and mucosa, pneumonia, and markedly raised neutrophil counts in blood but absent pus at infection sites. Therefore the appropriate next step is to evaluate neutrophil function/adhesion (e.g., flow-cytometric assessment of CD18/CD11 integrins), not topical care of the cord, extra ligation, or testing for vertical HIV transmission.",C,True
413b63ec57cdc3c56814fbf81eb5f5a87df262dc732a6f0adc9c1b1f867b4efc,"A two-week old newborn is brought to the surgical clinic with and undifferentiated lesion of the umbilicus. Prior to any investigations the parents would like to know what it could be and what it is caused by.

Which of the following options regarding variants of normal embryological structures is correctly paired?

",Meckel diverticulum originates from the omphalomesenteric duct. Umbilical polyps are omphalomesenteric duct remnants. Umbilical granulomas consist of granulation tissue only. A patent urachus results from failure of the urachus to obliterate. ,4,B,Meckel diverticulum originating from the urachus,Umbilical polyp originating from remnants of the omphalomesenteric duct,Umbilical granuloma originating from the omphalomesenteric vein,Patent urachus originating from the allantois,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A two-week old newborn is brought to the surgical clinic with and undifferentiated lesion of the umbilicus. Prior to any investigations the parents would like to know what it could be and what it is caused by.

Which of the following options regarding variants of normal embryological structures is correctly paired?


###Options:
A.  Meckel diverticulum originating from the urachus
B.  Umbilical polyp originating from remnants of the omphalomesenteric duct
C.  Umbilical granuloma originating from the omphalomesenteric vein
D.  Patent urachus originating from the allantois

###Answer:","Correct option: D. Patent urachus – originating from persistence of the allantois  

Rationale  
• The allantois is an early embryonic structure that normally involutes to form a fibrous cord, the urachus (median umbilical ligament). Failure of this involution leaves a patent lumen, producing a patent urachus that can open at the umbilicus and leak urine.  
• Meckel diverticulum is a persistent remnant of the omphalomesenteric (vitelline) duct, not the urachus (so option A is wrong).  
• An umbilical polyp contains ectopic intestinal mucosa from the omphalomesenteric duct but option B links it correctly to that duct; however, only one answer is requested and D is the best recognised pairing.  
• An umbilical granuloma is simply exuberant granulation tissue after cord separation; it is not derived from the omphalomesenteric vein or any specific embryonic duct (so option C is wrong).",D,False
c26d12a61dc3360a3ba48aa69071be23249287cebd5810f43eeb4bf4ab662813,"A 4 year old girl falls from the balcony of an apartment on the third floor. On arrival in the Emergency Room she is haemodynamically stable. Initial radiographs demonstrate a right femur fracture and bilateral tibia fractures. Her chest radiograph shows no rib or sternal fractures. There is no pneumo or haemothorax. Despite this, her Sats drop to 86% on nasal prong oxygen, and she develops subcostal recessions. 

What is the most likely cause for her respiratory distress?
","Pulmonary contusion is the common in children who sustain blunt chest trauma, owing to the increased compliance of the thoracic cavity in a child. As such, the chest can absorb a large amount of kinetic energy from the impact, which is subsequently transferred to the intrathoracic structures. An initial chest radiograph may be normal. Subsequent x-rays may reveal ill-defined consolidation which is not sensitive for contusion, with differentials including aspiration, atelectasis, and infection.",4,D,Cardiac contusion,Fat embolism,Aspiration pneumonia,Pulmonary contusion,,"###Instruction: The following are multiple choice questions (MCQs).
You should directly answer the question by choosing the correct option and then provide a rationale for your answer. 

###Question: A 4 year old girl falls from the balcony of an apartment on the third floor. On arrival in the Emergency Room she is haemodynamically stable. Initial radiographs demonstrate a right femur fracture and bilateral tibia fractures. Her chest radiograph shows no rib or sternal fractures. There is no pneumo or haemothorax. Despite this, her Sats drop to 86% on nasal prong oxygen, and she develops subcostal recessions. 

What is the most likely cause for her respiratory distress?

###Options:
A.  Cardiac contusion
B.  Fat embolism
C.  Aspiration pneumonia
D.  Pulmonary contusion

###Answer:","Correct option: D. Pulmonary contusion

Rationale:
• Children’s rib cages are very compliant, so significant intrathoracic injury can occur without any rib or sternal fractures being seen on the chest radiograph.  
• Pulmonary contusion is the commonest cause of early hypoxia after blunt chest trauma in children. It may be radiographically occult in the first few hours, yet produces rapidly progressive hypoxaemia and increased work of breathing (e.g., subcostal recessions).  
• Fat embolism syndrome is usually delayed (developing 24–72 h after long-bone fractures) and is uncommon in young children; aspiration pneumonia or cardiac contusion would not be the most likely immediate cause in this setting.  

Therefore, the most likely explanation for the child’s early respiratory deterioration is an occult pulmonary contusion.",D,True
